SQ_CANDIDATO;CD_GENERO_N;CD_GRAU_INSTRUCAO_N;NR_PARTIDO_N;CD_OCUPACAO_N;CD_SITUCAO_N;CARGO_N;RECEITA_TOTAL_N;QTD_VOTOS_N;CUSTO_VOTO_N;DESPESA_CONTRATADA_N;VR_TOTAL_BEM_CANDIDATO_N
130000624459;0.4;0.8;0.19;0.277;0.5;0.6;0.02499915;0.036234;6.89936e-05;0.24717503899999999;0.037586761
220000615594;0.2;0.8;0.4;0.101;0.5;0.7;0.00010305;0.000231;4.46104e-05;0.00100264;0.0017064270000000002
240000619243;0.2;0.8;0.4;0.117;0.5;0.6;0.00210257;0.011421;1.84097e-05;0.011075685;0.000246642
210000607264;0.4;0.8;0.11;0.999;0.5;0.7;0.00418662;0.009501;4.4065e-05;0.040587433;0.00010112600000000001
240000619247;0.2;0.7;0.4;0.257;0.5;0.6;0.02126968;0.019837;0.00010722229999999999;0.20973334899999999;0.017436383
50000627549;0.4;0.6;0.27;0.125;0.5;0.7;5e-05;7.2e-05;6.94444e-05;0.0004978;0.0
250000619505;0.4;0.8;0.22;0.171;0.5;0.6;0.00034395;0.000688;4.999270000000001e-05;0.00230132;1.5e-05
210000604682;0.4;0.8;0.12;0.394;0.5;0.7;0.0001445;0.000556;2.5989200000000002e-05;0.001222653;0.0
250000618603;0.4;0.8;0.44;0.297;0.4;0.7;0.0001745;0.00035;4.98571e-05;0.0;0.0
240000624334;0.4;0.8;0.13;0.266;0.5;0.6;0.00442082;0.00821;5.38468e-05;0.043707424;0.0005022469999999999
90000608291;0.2;0.8;0.2;0.234;0.5;0.7;0.00414537;0.004324;9.586889999999999e-05;0.040518702000000004;0.007503317
30000620205;0.2;0.6;0.11;0.171;0.5;0.7;0.00019754;0.000548;3.6047399999999996e-05;0.001498655;0.0
230000608347;0.2;0.6;0.22;0.257;0.5;0.7;0.0002;0.000565;3.53982e-05;0.002;0.0
230000622397;0.2;0.6;0.35;0.254;0.5;0.7;3.357e-05;8.1e-05;4.14444e-05;9.7e-05;0.00016
190000622867;0.2;0.6;0.51;0.999;0.5;0.7;0.0001105;0.000141;7.836880000000001e-05;0.0005;0.00035
210000611989;0.2;0.5;0.22;0.278;0.5;0.7;0.00090279;0.002193;4.1166899999999994e-05;0.00751644;1e-05
250000615345;0.4;0.6;0.2;0.278;0.5;0.7;0.001538;0.004987;3.0840199999999997e-05;0.014998679;0.001053
250000619415;0.2;0.8;0.22;0.91;0.5;0.7;0.00122298;0.005821;2.10098e-05;0.010744013;9.5e-05
120000624891;0.4;0.4;0.27;0.999;0.5;0.7;7.762e-05;0.000166;4.6759e-05;0.0005;0.0
210000603893;0.2;0.8;0.19;0.277;0.4;0.6;0.008;0.026156;3.05857e-05;0.08;0.0007404410000000001
110000619182;0.4;0.8;0.28;0.598;0.4;0.6;5.774e-05;0.000199;2.9015100000000003e-05;0.0;0.0
210000629992;0.4;0.8;0.27;0.131;0.4;0.7;7.57e-06;1.9e-05;3.98421e-05;0.0;0.0
200000603861;0.4;0.6;0.7;0.129;0.5;0.7;3.615e-05;9.2e-05;3.92935e-05;0.0;0.0001
140000603607;0.2;0.5;0.1;0.923;0.5;0.7;0.0001665;0.000318;5.2358500000000004e-05;0.0011300000000000001;0.0001025
80000622474;0.4;0.8;0.12;0.931;0.5;0.7;0.000175;0.000751;2.33023e-05;0.00175;0.0
220000618720;0.4;0.8;0.15;0.277;0.5;0.6;0.02336983;0.018223;0.0001282436;0.24679965;0.0031030840000000003
270000620975;0.2;0.3;0.13;0.604;0.5;0.7;0.00012536;0.000215;5.8306999999999996e-05;0.00021632;5.5e-05
160000626080;0.4;0.7;0.17;0.402;0.5;0.7;4.1e-05;0.000134;3.0597e-05;0.0;0.0
60000605026;0.2;0.8;0.31;0.125;0.5;0.6;0.000125;0.000399;3.1328299999999996e-05;0.0;8e-05
190000621111;0.2;0.6;0.19;0.999;0.5;0.7;0.00101;0.003587;2.81572e-05;0.01239536;0.0
210000600999;0.2;0.7;0.4;0.298;0.5;0.7;0.00212666;0.010196;2.0857800000000002e-05;0.021161622999999997;0.000225
110000621671;0.2;0.8;0.7;0.999;0.4;0.6;0.00097273;0.003612;2.6930500000000002e-05;0.006001638;0.000567341
220000615585;0.4;0.8;0.4;0.113;0.5;0.7;0.00050235;0.000401;0.0001252743;0.005007165;1.35e-07
250000623686;0.2;0.6;0.28;0.999;0.4;0.7;4.095e-05;0.000104;3.9375e-05;0.0001;0.0003
260000616193;0.4;0.6;0.7;0.17;0.4;0.6;4.055e-05;0.000178;2.27809e-05;4.032e-05;0.0
160000622284;0.2;0.6;0.9;0.411;0.5;0.7;5.442e-05;0.000164;3.31829e-05;0.00049706;1.1e-05
190000607469;0.4;0.8;0.15;0.172;0.5;0.6;0.0204184;0.013424;0.0001521037;0.20025961399999997;0.0020046179999999997
210000603679;0.4;0.5;0.9;0.999;0.5;0.6;5.409e-05;0.000144;3.75625e-05;0.0003;0.0
190000603432;0.2;0.8;0.23;0.999;0.5;0.6;0.00039152;0.000753;5.1994700000000006e-05;0.003657072;0.0
190000627888;0.4;0.6;0.54;0.999;0.5;0.7;1.307e-05;0.000163;8.018400000000001e-06;0.00011;0.0
190000625240;0.2;0.4;0.27;0.171;0.5;0.7;2e-05;0.00016;1.25e-05;0.0002;0.0
190000603266;0.2;0.6;0.77;0.125;0.5;0.7;0.00030885;0.001177;2.62404e-05;0.0025035;0.000150104
190000610777;0.2;0.6;0.65;0.296;0.5;0.7;2.322e-05;5.1e-05;4.55294e-05;0.0;0.0
190000604187;0.2;0.7;0.22;0.257;0.5;0.6;0.0001;0.000501;1.99601e-05;0.0;0.0
160000619728;0.4;0.8;0.23;0.296;0.5;0.6;0.00180899;0.001817;9.95592e-05;0.012192037;0.001368
190000607475;0.2;0.8;0.15;0.277;0.5;0.6;0.01701117;0.038665;4.3996300000000004e-05;0.16159705800000002;0.009027422
220000611866;0.2;0.3;0.22;0.257;0.5;0.7;0.0002375;0.000928;2.55927e-05;0.00237644;0.000553
60000611227;0.2;0.3;0.23;0.169;0.5;0.6;0.00648064;0.033553;1.93146e-05;0.058506405;0.00066963
210000605572;0.2;0.8;0.27;0.233;0.4;0.7;0.00019955;0.000406;4.91502e-05;0.001749561;0.000442
270000625462;0.2;0.8;0.33;0.113;0.5;0.7;9.612e-05;0.000463;2.0760300000000002e-05;0.0003;0.000197
260000628859;0.4;0.8;0.23;0.298;0.5;0.7;2.732e-05;7.8e-05;3.50256e-05;0.0;0.0001605
140000626638;0.2;0.6;0.43;0.537;0.4;0.7;0.00013375;0.000549;2.43625e-05;0.001;0.0
230000614204;0.2;0.8;0.21;0.297;0.4;0.7;0.0001136;0.000107;0.00010616819999999999;0.00100132;2e-07
190000610777;0.2;0.6;0.65;0.296;0.5;0.7;2.322e-05;5.1e-05;4.55294e-05;0.0;0.0
240000627299;0.2;0.7;0.43;0.125;0.5;0.7;0.00019432;0.000535;3.63215e-05;0.00047000000000000004;0.0
190000625141;0.2;0.8;0.43;0.266;0.5;0.7;7.928e-05;0.000202;3.92475e-05;0.00044203;4e-07
170000607354;0.4;0.6;0.5;0.243;0.4;0.6;2.04e-05;8.3e-05;2.4578299999999998e-05;0.0001;0.0
170000617185;0.4;0.8;0.31;0.131;0.5;0.6;0.00027406;0.00028;9.78786e-05;0.00198612;0.000369326
250000615328;0.4;0.8;0.14;0.263;0.5;0.7;0.00025;0.000229;0.00010917030000000001;0.00249905;7.299e-05
220000622099;0.2;0.4;0.36;0.296;0.5;0.7;0.00041314;0.001693;2.4402800000000003e-05;0.003501355;0.0001025
10000610691;0.2;0.6;0.23;0.257;0.5;0.7;0.0004;0.000389;0.00010282780000000001;0.00399452;5e-05
40000610420;0.2;0.8;0.43;0.277;0.5;0.6;0.00459996;0.020569;2.23636e-05;0.044476634;0.001090795
190000615675;0.4;0.8;0.29;0.235;0.4;0.7;2.35e-05;7.1e-05;3.30986e-05;0.0;0.0
210000604814;0.4;0.6;0.1;0.601;0.5;0.6;0.00021198;0.000684;3.0991199999999996e-05;0.00130324;1.2e-05
140000613496;0.4;0.6;0.77;0.512;0.5;0.7;0.000535;0.000877;6.10034e-05;0.001821105;9.625e-05
10000602289;0.2;0.5;0.12;0.257;0.5;0.6;0.0047875;0.005058;9.4652e-05;0.037575;0.03286074
160000619843;0.2;0.8;0.55;0.277;0.5;0.7;0.00371152;0.026015;1.42668e-05;0.036010766;0.0032157170000000003
120000603783;0.4;0.8;0.12;0.233;0.5;0.7;0.00029519;0.002487;1.18693e-05;0.00287764;0.0
220000611846;0.2;0.5;0.11;0.278;0.5;0.7;0.00172028;0.003506;4.90667e-05;0.011250851000000001;0.00022693
250000606301;0.4;0.8;0.1;0.257;0.5;0.6;0.00324901;0.005847;5.55671e-05;0.031;5e-06
250000623551;0.4;0.8;0.12;0.237;0.5;0.7;0.00017655;0.000445;3.96742e-05;0.0010405;0.0
