SQ_CANDIDATO;CD_GENERO_N;CD_GRAU_INSTRUCAO_N;NR_PARTIDO_N;CD_OCUPACAO_N;CD_SITUCAO_N;CARGO_N;RECEITA_TOTAL_N;QTD_VOTOS_N;CUSTO_VOTO_N;DESPESA_CONTRATADA_N;VR_TOTAL_BEM_CANDIDATO_N
250000604925;0.2;0.6;0.77;0.999;0.5;0.7;0.00302363;0.009994;3.02545e-05;0.02571104;0.000359701
210000605293;0.4;0.8;0.15;0.124;0.5;0.6;0.00285843;0.011183;2.55605e-05;0.030176364;0.00047454699999999997
130000615607;0.4;0.6;0.27;0.512;0.5;0.7;6.931e-05;0.000176;3.93807e-05;0.000205464;0.0
270000610965;0.2;0.8;0.4;0.257;0.5;0.6;0.00220826;0.004211;5.24403e-05;0.020129885;0.0010837
190000604193;0.2;0.6;0.22;0.277;0.5;0.6;0.01742737;0.018159;9.5971e-05;0.17192425;0.000505175
190000603721;0.2;0.8;0.22;0.142;0.5;0.7;0.00097;0.001686;5.7532600000000005e-05;0.009549700000000001;2.5e-05
70000624628;0.4;0.7;0.14;0.999;0.4;0.6;0.0001;0.000617;1.62075e-05;0.0;0.000903
40000610343;0.4;0.2;0.2;0.999;0.4;0.7;3.1e-06;1e-05;3.1e-05;0.0;0.0001
170000621400;0.4;0.8;0.65;0.931;0.5;0.7;0.0001369;0.00066;2.0742399999999996e-05;0.00081;0.0
40000602421;0.4;0.6;0.5;0.235;0.4;0.6;4.753e-05;0.000154;3.08636e-05;0.0;0.0
260000623633;0.2;0.6;0.13;0.257;0.5;0.7;5.778e-05;0.000329;1.75623e-05;2e-05;0.0001326
50000607819;0.4;0.7;0.19;0.257;0.5;0.6;0.00025;0.001191;2.09908e-05;0.0025;0.000488
80000622482;0.2;0.8;0.55;0.298;0.5;0.7;0.00018904;0.000727;2.60028e-05;0.0009741;0.0006302
130000605855;0.4;0.4;0.77;0.163;0.5;0.7;0.000153;0.000276;5.543479999999999e-05;0.0015300000000000001;0.0
250000615184;0.4;0.8;0.4;0.277;0.5;0.6;0.0147411;0.060499;2.43659e-05;0.14738436800000002;0.00092376
190000608701;0.4;0.8;0.45;0.117;0.5;0.7;0.00024448;0.000195;0.0001253744;0.002;0.0
190000621088;0.2;0.8;0.19;0.131;0.5;0.7;0.0007905;0.006676;1.1840899999999999e-05;0.0072;0.00025719
170000603117;0.2;0.6;0.27;0.709;0.5;0.7;2.79e-05;5.6e-05;4.9821400000000004e-05;0.00019518;0.0
150000602482;0.2;0.8;0.11;0.142;0.5;0.6;0.00539893;0.009546;5.6557e-05;0.053486879;0.002552334
220000618740;0.2;0.6;0.15;0.277;0.5;0.7;0.00292272;0.009297;3.14372e-05;0.022278022999999997;0.000381746
210000605811;0.2;0.8;0.45;0.131;0.5;0.7;0.00273967;0.011975;2.28782e-05;0.025090884;0.0
150000602483;0.4;0.8;0.11;0.124;0.5;0.6;0.01293533;0.04437;2.91533e-05;0.066793333;0.0
250000602998;0.4;0.6;0.51;0.257;0.4;0.6;0.00047256;0.003411;1.3854000000000002e-05;0.003959000000000001;0.001096
270000625458;0.2;0.8;0.33;0.297;0.4;0.6;0.00155428;0.004128;3.76521e-05;0.0161137;0.00111
130000613075;0.4;0.8;0.45;0.113;0.5;0.7;0.00026827;0.000209;0.0001283589;0.00149555;0.0
90000620419;0.4;0.8;0.45;0.114;0.5;0.7;0.00652697;0.027864;2.34244e-05;0.051975839;0.000734488
90000607685;0.2;0.4;0.9;0.278;0.5;0.7;0.0003739;0.001553;2.4075999999999998e-05;0.0002;3.3e-05
160000623163;0.4;0.7;0.45;0.931;0.4;0.6;0.0004;0.000966;4.14079e-05;0.0025;0.0
150000602485;0.2;0.8;0.11;0.101;0.5;0.6;0.00174658;0.004832;3.61461e-05;0.01499488;0.002068753
110000621227;0.4;0.8;0.22;0.257;0.5;0.7;0.0001564;0.000352;4.4431800000000004e-05;0.001099355;4e-05
90000602504;0.2;0.8;0.3;0.101;0.4;0.6;0.00202699;0.003776;5.36809e-05;0.019859529;0.004479183
140000626633;0.4;0.8;0.43;0.151;0.4;0.7;2e-05;5e-05;4e-05;0.00019632;0.0
140000604225;0.4;0.8;0.22;0.257;0.5;0.7;0.00158434;0.001041;0.000152194;0.015069999999999998;0.0
250000602978;0.2;0.8;0.51;0.111;0.5;0.7;0.00701067;0.017286;4.05569e-05;0.068588747;0.0008462639999999999
210000615861;0.4;0.8;0.54;0.109;0.5;0.7;0.00023217;0.000963;2.4109000000000002e-05;0.0;0.000517
150000630065;0.2;0.3;0.28;0.402;0.5;0.7;1.27e-05;2.4e-05;5.29167e-05;4.2e-05;0.0
170000614154;0.4;0.3;0.77;0.581;0.5;0.7;2.75e-05;6.2e-05;4.43548e-05;0.00025;0.0
140000614295;0.2;0.4;0.25;0.999;0.5;0.7;9e-05;0.000336;2.67857e-05;0.0;0.0
250000623813;0.2;0.8;0.19;0.277;0.5;0.7;0.00582014;0.024541;2.3715999999999998e-05;0.05803839;0.02184465
110000624455;0.2;0.6;0.43;0.131;0.4;0.6;0.00049566;0.001923;2.57754e-05;0.0045804520000000005;0.000638
230000602204;0.2;0.6;0.36;0.999;0.5;0.7;5.304e-05;0.000125;4.2431999999999996e-05;0.0;0.0
200000612922;0.2;0.8;0.22;0.125;0.5;0.7;0.0018046;0.005124;3.52186e-05;0.014729958000000001;0.000234
80000624554;0.2;0.8;0.18;0.142;0.5;0.7;0.00107954;0.005569;1.93848e-05;0.00785375;0.00041977800000000005
20000621940;0.4;0.3;0.55;0.581;0.5;0.6;0.0045;0.000233;0.0019313305;0.044898767;0.0
190000619368;0.2;0.7;0.2;0.536;0.5;0.7;0.00130475;0.001268;0.0001028983;0.012;0.0
10000600207;0.4;0.8;0.17;0.999;0.4;0.6;5e-05;0.00064;7.8125e-06;0.0004992;7.2569e-05
270000618870;0.2;0.8;0.9;0.257;0.5;0.7;0.00018891;0.000834;2.26511e-05;0.0010012999999999999;0.0008
260000623596;0.4;0.6;0.15;0.999;0.5;0.6;0.00112214;0.003374;3.32584e-05;0.006;0.0
210000600954;0.4;0.8;0.4;0.999;0.5;0.6;0.007006;0.008824;7.93971e-05;0.07;0.000419375
150000625029;0.4;0.8;0.15;0.298;0.5;0.6;0.00072687;0.001846;3.93754e-05;0.00548;2.5e-05
210000615845;0.4;0.8;0.43;0.999;0.5;0.7;7.932e-05;0.00013;6.10154e-05;0.0003;0.000106
240000619033;0.2;0.8;0.77;0.257;0.5;0.7;0.00019488;0.000797;2.4451700000000002e-05;0.001662;0.0
170000616978;0.2;0.6;0.14;0.999;0.5;0.6;0.0002255;0.000595;3.78992e-05;0.002099731;0.00035161199999999995
30000619224;0.2;0.8;0.54;0.999;0.5;0.7;0.0002199;0.00076;2.89342e-05;0.00126764;0.0
80000619974;0.4;0.8;0.23;0.923;0.5;0.7;5.596e-05;0.000147;3.8068e-05;0.0002;0.0
40000627709;0.2;0.3;0.65;0.999;0.5;0.7;9.461e-05;0.00014;6.75786e-05;0.00056;0.0
250000609905;0.4;0.8;0.54;0.999;0.4;0.6;8.3e-05;0.000417;1.99041e-05;0.0007;0.0
160000628926;0.2;0.4;0.27;0.999;0.5;0.7;2.549e-05;6.6e-05;3.86212e-05;0.00014;0.0
150000612367;0.2;0.8;0.2;0.125;0.5;0.6;0.01375996;0.060782;2.2638200000000003e-05;0.146034175;0.0012494
10000610639;0.2;0.8;0.15;0.999;0.5;0.7;0.00033625;3.8e-05;0.0008848683999999999;0.0015;0.0
40000627721;0.2;0.7;0.65;0.254;0.5;0.7;9.313e-05;9.5e-05;9.80316e-05;0.0005562000000000001;5e-05
160000619656;0.4;0.8;0.1;0.131;0.5;0.7;0.00063353;0.000764;8.29228e-05;0.005826293000000001;1.6e-05
50000608106;0.4;0.8;0.15;0.132;0.5;0.7;0.00033354;0.000773;4.31488e-05;0.002994635;3e-05
200000600336;0.4;0.8;0.77;0.113;0.5;0.7;7.157e-05;0.000416;1.72043e-05;0.000399389;0.0
210000605298;0.4;0.8;0.15;0.266;0.5;0.6;0.00096779;0.001968;4.91763e-05;0.009510948;0.0
250000619502;0.2;0.8;0.22;0.131;0.5;0.6;0.0005;0.000798;6.265659999999999e-05;0.005;2.588e-06
190000608742;0.4;0.6;0.45;0.999;0.5;0.7;0.00029641;0.00057;5.20018e-05;0.002502323;0.0
80000627619;0.4;0.6;0.14;0.129;0.4;0.6;0.00013365;0.000405;3.3e-05;0.00101;0.0
270000627768;0.2;0.6;0.5;0.169;0.4;0.6;0.00011892;0.000269;4.4208199999999995e-05;0.0001;0.00013
90000619113;0.2;0.8;0.13;0.266;0.5;0.7;5.886e-05;0.000266;2.2127800000000002e-05;0.00013000000000000002;0.00055
170000614162;0.4;0.6;0.22;0.401;0.5;0.6;1e-05;1.7e-05;5.8823500000000004e-05;0.0;0.0
110000621196;0.2;0.8;0.22;0.131;0.5;0.7;0.00025;0.000987;2.5329299999999998e-05;0.0025;5.3203999999999994e-05
210000616855;0.4;0.6;0.9;0.171;0.4;0.7;4.409e-05;0.000224;1.9683e-05;0.0002;0.0
140000629893;0.4;0.6;0.51;0.169;0.5;0.7;1e-05;1e-05;0.0001;0.0;0.0
40000604622;0.4;0.8;0.51;0.134;0.4;0.7;2e-06;9e-06;2.22222e-05;0.0;0.0
90000607679;0.2;0.6;0.9;0.169;0.5;0.7;0.00256424;0.003479;7.37062e-05;0.001485861;0.00035
130000617942;0.4;0.6;0.28;0.931;0.5;0.7;0.00038125;0.000965;3.95078e-05;0.003288498;2.1428000000000002e-05
230000625304;0.4;0.6;0.23;0.999;0.5;0.7;4.958e-05;2.1e-05;0.0002360952;0.00033532;8e-06
130000620927;0.2;0.8;0.15;0.278;0.5;0.7;0.00075555;0.006641;1.13771e-05;0.006106075999999999;0.000172582
